song,notes
dream_on_tdc,4 5 1 5 b3 4 5 4 5 4 b3 b3 5 5 1 5 b3 4 5 4 4 4 b3 4 4 b3 4 1 2 1 b7 5 4 b3 4 5 b3 b7 1 1 2 b3 4 4 5 b3 b3 b3 b3 2 1 1 1 b7 b7 5 4 b3 5 5 6 1 1 b7 1 1 b7 5 1 b7 b7 1 b7 b7 1 b7 b7 1 b7 1 b7 1 b7 1 b7 5 1 b7 b7 4 b3 4 b3 4 b3 4 1 4 5 5 1 4 b3 5 4 4 4 b3 4 5 1 5 b3 4 5 4 4 b5 4 b3 4 4 b3 4 1 1 2 b3 2 1 1 2 b3 2 b3 1 2 b3 2 1 2 2 b3 2 1 b3 1 b7 1 b7 1 b7 1 b7 1 b7 1 2 b3 2 1 1 2 2 b3 2 1 b3 b3 b3 2 1 1 2 b3 2 1 2 1 1 2 b7 7 5 4 5 b7 7 6 1 2 b3 2 1 2 2 b3 2 1 b3 1 b7 1 b7 1 b7 1 b7 1 b7 1 2 b3 2 1 1 2 2 b3 2 1 b3 b3 b3 2 1 1 2 b3 2 1 2 1 1 2 b7 7 5 4 5 1 b3 2 1 1 b3 2 1 1 b3 2 1 b3 b3 2 1 1 1 b3 b7 1 1 b3 2 1 1 b3 2 1 1 b3 2 1 b3 b3 2 1 1 1 1 1 b3 2 1 1 b3 2 1 b3 2 1 1 b3 2 1 b3 2 1 b3 2 1 b3 2 1 b3 2 b3 2 b3 2 b3 2 b3 2 b3 2 b3 2 b3 1 b3 2 1 2 2 b3 2 1 b3 b7 1 b7 1 b7 1 b7 1 b7 1 b7 1 2 b3 2 1 1 2 2 b3 2 1 b3 b3 1 b3 b3 b3 b3 2 1 1 1 b7 1 b3 b3 2 1 2 2 b3 2 1 b3 1 b7 1 b7 1 b7 1 b7 1 b7 1 2 b3 2 1 1 2 2 b3 2 1 b3 b3 b3 2 1 1 2 b3 2 1 2 1 1 2 5
in_bloom_dt,5 5 b3 b7 1 5 1 b3 b7 1 5 b3 b6 b3 6 5 5 b6 b6 6 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 1 3 5 b3 b3 1 1 5 1 b3 b7 1 5 5 b6 b6 6 5 b3 b6 4 6 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 1 3 7 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 5 5 5 6 3 2 1 2 2 2 1 b3 2 2 2 1 b3 2 2 2 1 b3 2 2 2 1 b3 b3 2 1 1 4
whats_going_on_tdc,6 3 5 5 6 6 5 5 6 3 3 2 1 1 5 6 3 5 5 6 5 6 5 5 6 3 3 2 1 1 6 3 3 2 1 2 3 1 1 6 1 2 3 3 3 2 2 6 7 6 5 6 3 5 5 6 6 5 6 3 2 3 2 1 1 1 1 5 6 3 5 5 6 5 6 5 6 3 3 2 3 2 1 6 3 2 2 1 2 3 1 1 6 1 3 3 3 3 2 2 6 7 6 5 6 3 5 5 6 1 3 5 5 6 1 3 5 6 6 1 6 5 5 6 3 5 6 1 3 5 5 6 3 3 2 1 1 5 6 3 2 1 1 5 6 1 2 3 2 1 1 5 6 3 3 2 1 1 5 6 5 1 b3 4 4 5 5 b3 1 b3 1 1 b3 5 5 b3 4 b3 1 2 5 b6 b6 5 5 5 1 1 1 5 5 5 b3 2 1 6 1 6 6 b3 1 6 6 b3 1 5 6 6 b3 1 6 3 4 5 3 1 2 1 6 6 3 5 5 6 6 5 6 3 5 3 2 1 6 6 1 5 6 3 5 5 6 6 5 6 3 3 2 3 2 1 2 3 3 2 1 1 1 2 3 1 1 6 1 1 2 3 3 3 3 2 2 6 7 6 7 6 5 3 5 6 1 3 5 5 6 1 3 5 6 6 6 1 6 5 5 6 5 6 1 1 2 6 6 5 5 6 3 5 3 2 1 1 5 6 3 3 2 1 1 5 6 1 2 2 3 2 1 1 5 6 3 3 3 3 2 1 1 5 6 5 1 1 b3 4 5 5 b3 1 b3 1 1 b3 5 b6 5 b3 1 1 2 5 b6 b6 b6 5 5 5 1 1 1 5 5 5 b3 2 1 5 6 1 6 6 b3 1 6 5 6 6 b3 1 6 3 4 5 5 5 b3 1
with_or_without_you_dt,2 2 3 2 1 2 2 3 3 4 3 2 1 1 2 1 1 5 5 6 3 3 3 2 1 2 3 6 6 3 4 3 2 1 2 1 1 1 5 5 6 3 1 1 1 2 3 2 2 3 2 1 1 3 3 3 2 1 2 3 5 3 4 3 2 1 2 1 1 1 5 5 6 3 1 1 1 2 3 2 2 5 4 3 2 1 1 2 3 2 2 3 2 1 1 3 1 1 2 1 1 6 6 5 1 1 2 1 1 6 6 5 1 1 2 1 1 2 1 1 2 1 1 6 6 5 3 3 3 2 3 3 3 2 3 2 1 1 5 5 5 6 5 5 6 1 1 1 2 1 1 1 2 1 1 6 6 5 1 1 2 1 1 6 6 5 1 1 2 1 1 2 1 1 2 1 1 6 6 5 1 1 1 2 3 2 2 5 4 3 2 1 1 2 3 2 2 3 2 1 1 5 4 3 2 5 4 3 1 5 4 3 2 2 1 1 1 1 2 3 2 2 5 4 3 2 1 1 2 3 2 2 3 2 1 1 2 2 3 2 1 3 1 6 5 6 5 1 6 5 6 5 2 0
who_do_you_love_dt,5 6 1 1 1 1 1 1 6 1 6 5 6 6 1 6 1 1 6 1 6 5 6 6 1 1 1 1 6 1 6 1 6 1 1 6 5 5 6 6 1 1 1 6 1 6 6 1 1 1 6 1 7 1 6 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 1 6 5 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 5 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 5 6 6 1 6 1 6 6 1 1 1 1 1 1 1 1 1 1 1 3 3 6 5 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 2 8 1 7 1 7 5 1 1 7 1 7 1 1 3 6 6 5 1 1 1 6 1 1 1 6 1 1 1 1 1 1 1 6 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 6 1 1 1 3 2 1 1 3 2 1 1 3 2 1 1 3 2 1 1 1 2
you_really_got_me_tdc,1 1 3 4 3 1 b7 1 1 3 4 b5 4 b3 1 3 1 b7 1 1 1 b7 1 1 b3 1 b3 1 b7 1 3 4 5 4 b3 1 b3 1 b7 1 2 2 4 5 4 2 1 2 4 5 b6 5 4 2 4 2 1 2 2 2 5 5 b7 5 b7 5 4 5 b7 5 b7 5 b7 5 b7 5 4 5 5 4 5 4 5 5 4 5 4 5 5 4 5 2 1 1 b3 1 b3 1 b7 1 b3 4 5 4 b3 1 3 1 b7 1 1 1 b3 1 b3 1 b7 1 b3 4 5 4 b3 1 b3 1 b7 1 2 2 4 5 4 2 1 2 4 5 b6 5 4 2 4 2 1 2 2 2 5 5 b7 5 b7 5 4 5 b7 5 b7 5 b7 5 b7 5 4 5 5 4 5 4 5 5 4 5 4 5 5 4 5 1 2 5 1 b3 1 b3 1 b7 1 3 4 5 4 b3 1 3 1 b7 1 1 1 b3 1 b3 1 b7 1 b3 4 5 4 b3 1 b3 1 2 2 4 5 4 2 1 2 4 5 b6 5 4 2 4 2 1 2 2 2 5 5 7 5 b7 5 4 5 b7 5 b7 5 b7 5 b7 5 4 5 5 4 5 4 5 5 4 5 4 5 5 4 5
everyday_people_tdc,3 5 3 5 6 b7 1 b7 1 2 3 2 3 2 1 6 1 1 1 3 5 1 3 5 5 6 1 6 1 3 3 3 2 1 6 1 1 2 1 6 5 6 5 6 6 1 6 6 3 2 1 b3 2 1 5 3 6 5 3 4 5 5 3 6 5 3 4 5 5 3 6 5 3 5 5 3 6 5 5 3 1 3 5 5 5 6 1 1 3 5 3 6 5 3 4 5 5 3 6 5 2 3 2 1 1 6 1 6 5 6 1 3 5 5 5 5 6 6 1 6 1 3 3 3 2 1 6 6 1 1 1 1 3 5 1 3 5 5 6 1 6 1 3 3 3 2 1 1 6 1 1 2 1 6 5 6 5 6 6 1 6 6 3 2 1 b3 2 1 5 3 6 5 3 4 5 5 3 6 5 3 4 5 5 3 6 5 3 4 5 5 3 6 5 3 3 5 5 5 6 1 1 3 5 3 6 5 3 4 5 5 3 6 5 2 3 2 1 1 6 1 6 5 6 5 6 1 5 3 6 5 5 3 4 5 5 3 6 5 3 4 5 5 3 6 5 3 4 5 5 3 6 5 3 3 5 5 5 6 1 1 3 5 3 6 5 3 4 5 5 3 6 5 2 2 1 6 5 6 5 6 6 1 6 6 3 2 1
da_doo_ron_ron_tdc,3 3 3 2 3 2 2 1 2 1 1 1 2 2 2 2 2 2 1 1 3 2 3 2 3 2 2 1 2 1 1 1 2 2 2 2 2 2 1 1 3 1 2 1 1 3 1 3 2 2 3 2 3 2 1 1 1 2 2 2 2 2 2 1 1 2 3 3 3 2 3 2 2 1 2 1 1 1 2 2 2 2 2 2 1 1 5 3 2 3 3 2 2 2 1 1 1 2 2 2 2 2 2 1 1 3 1 2 1 1 3 3 3 2 2 3 2 3 2 1 1 1 2 2 2 2 2 2 1 1 3 1 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 1 1 3 3 3 2 3 2 2 1 2 1 1 1 2 2 2 2 2 2 1 1 3 3 3 2 2 1 2 1 1 1 2 2 2 2 2 2 1 1 3 1 2 1 1 3 1 3 2 2 3 2 3 2 1 1 1 2 2 2 2 2 2 1 1 3 2 1 3 1 1 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1
i_saw_her_standing_there_dt,5 7 1 1 1 7 2 1 4 1 1 1 7 2 1 1 7 1 7 5 1 2 1 7 1 7 5 7 5 6 7 1 2 3 2 1 1 1 1 1 7 5 3 3 1 1 1 1 7 2 1 1 1 1 7 2 1 1 7 1 7 5 2 2 1 7 1 7 5 5 6 7 1 2 3 2 1 1 1 1 1 7 5 3 3 1 6 1 3 2 1 6 1 3 2 1 6 1 3 2 1 1 2 5 6 4 3 1 1 7 2 1 1 7 1 1 1 7 2 1 1 7 1 7 5 2 2 1 7 1 7 5 7 5 6 7 1 2 3 2 1 1 1 1 1 7 5 3 3 1 1 5 6 1 3 2 1 6 1 3 2 1 6 1 3 2 1 1 2 5 6 4 3 1 1 7 2 1 1 7 1 1 1 7 2 1 1 7 1 7 5 1 2 1 7 1 7 5 5 5 6 7 1 2 3 2 1 1 1 1 1 7 5 3 3 1 5 7 1 1 7 5 3 3 1 5 5 7 1 1 7 5 3 3 1
good_golly_miss_molly_tdc,1 6 b3 2 1 1 1 2 b3 b3 b3 2 1 1 b3 2 6 1 6 2 b3 2 b3 2 1 2 2 1 b7 1 b3 2 1 1 6 5 2 1 b3 b3 1 6 1 1 6 5 1 1 1 b7 b3 2 b3 2 b3 b3 b3 2 b3 b3 b3 b3 b3 b3 b3 b3 b3 2 4 b3 b3 2 6 6 1 2 2 1 1 6 5 3 3 2 1 1 1 1 6 1 6 1 1 2 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 2 4 b3 b3 2 7 1 2 b3 2 1 1 6 5 1 2 b3 b3 b3 b3 1 6 b3 2 6 1 6 1 b3 4 4 5 2 1 1 b3 3 6 1 6 b3 3 b3 b3 b3 3 2 7 1 2 b3 2 1 1 6 5 b3 1 6 1 1 1 6 1 1 1 b7 b3 2 2 3 3 b3 b3 b3 3 b3 b3 b3 b3 b3 b3 b3 2 4 b3 2
every_breath_you_take_dt,3 4 3 2 1 1 3 4 3 2 1 1 1 1 3 4 1 1 1 4 3 2 2 1 3 1 1 3 4 3 2 1 3 1 3 4 3 2 1 1 1 1 3 4 1 1 1 4 3 2 2 1 3 1 1 1 3 5 4 6 6 6 5 2 1 3 1 6 1 1 6 1 6 4 2 2 b7 6 5 5 3 4 3 2 1 1 3 4 3 2 1 1 1 1 3 4 1 1 1 4 3 2 2 1 3 1 1 1 1 1 b7 b7 b7 b7 1 b7 b7 4 b7 b7 b7 5 4 b7 4 b7 b7 b7 b3 b7 b7 b7 b7 b7 b7 b7 1 5 5 4 b7 5 b7 5 4 b7 5 b7 b7 b7 b3 b7 b7 4 b7 4 b7 4 1 1 5 1 3 5 4 6 6 6 5 2 1 3 1 6 1 1 6 1 6 2 2 2 b7 6 5 5 3 4 3 2 1 3 3 4 3 2 1 1 1 1 3 4 1 1 1 4 3 2 2 1 3 1 1 1 1 3 4 1 1 1 4 3 2 2 1 3 1 1 3 3 4 3 2 1 1 3 4 3 2 1 1 3 4 3 2 1 1 3 4 3 2 1 1 3 4 3 2 1 1 3 4 3 2 1 1 3 4 3 2 1 1 3 4 5 4 3 1 3 4 3 2 1
stairway_to_heaven_tdc,2 1 2 1 2 b3 b3 4 b3 2 1 b3 4 4 5 4 b3 2 1 b7 b7 1 1 1 2 b3 2 1 2 b3 2 1 2 b3 b3 4 b3 2 1 b3 4 4 5 4 b3 2 b7 b7 b7 1 1 b3 5 4 4 b3 2 b3 1 2 b3 4 5 4 4 b3 2 b7 b7 b7 1 1 1 2 b3 2 1 1 2 1 1 2 b3 4 b3 2 1 b3 4 5 4 b3 2 1 b7 b7 1 1 1 2 b3 4 b3 2 1 1 2 b3 4 b3 2 1 b3 4 4 5 4 b3 2 1 1 b7 b7 1 1 5 b3 b3 2 b3 2 1 b3 b3 2 b3 2 1 1 b7 1 b7 1 b7 1 1 2 b3 2 1 2 1 1 2 b3 4 b3 2 1 b3 4 5 4 b3 2 1 b7 b7 1 1 2 b3 4 b3 2 1 1 2 b3 4 b3 2 1 b3 4 4 5 4 b3 2 1 b7 b7 1 b3 b3 2 b3 2 1 2 b3 b3 b3 b3 2 b3 2 1 1 2 b3 b3 4 b3 2 1 1 2 2 b3 b3 4 b3 2 1 b3 4 4 5 4 b3 b3 2 1 b7 b7 1 1 2 b3 4 b3 2 1 2 b3 4 b3 2 1 b3 4 4 5 4 b3 5 4 b3 b7 1 6 b3 4 b3 4 b3 4 b3 4 b3 2 1 2 5 4 b3 4 b3 1 b7 1 b3 1 1 b7 1 5 b3 b3 5 4 b3 1 b7 b3 1 5 4 b3 4 b3 1 b7 1 b3 1 1 b7 1 5 b3 5 4 b3 4 b7 b3 1 1 2 4 4 4 4 b3 b3 2 4 5 4 b3 2 5 4 b3 4 b3 1 b7 1 b3 1 1 b7 1 5 1 b3 5 4 b3 1 b7 b3 1 5 4 b3 4 b3 1 b7 1 b3 1 b7 1 5 b3 b3 5 4 b3 1 b3 1 b7 1 2 2 1 2 8 1 1 1 b3 2 1 b7 1 1 1 1 b3 2 1 2 2 1 1 1 1 5 4 b3 2 2 b3 2 1 1 1 1 5 4 b3 2 2 1 1 1 1 1 b3 2 1 2 2 1 1 1 1 b3 2 1 2 2 1 1 1 1 b3 2 2 b7 2 1 1 1 1 5 4 b3 4 5 4 b3 2 1 1 1 b3 1 b3 2 2 b3 7 b3 4 5 4 b3 2 b3 2 1 b7 b7 b3 b7 1
i_walk_the_line_tdc,2 2 2 3 b3 2 1 1 1 1 2 2 2 b3 b3 2 1 1 2 3 4 4 4 6 5 4 2 3 1 7 6 5 2 1 7 1 2 2 2 2 2 3 3 2 1 1 1 1 2 2 2 3 3 3 2 1 1 2 3 4 4 4 6 5 4 3 1 7 6 5 2 1 7 1 2 2 2 3 3 2 1 1 1 1 2 2 2 4 3 2 1 1 2 3 4 4 4 5 6 5 4 3 1 7 6 5 2 1 7 1 2 2 2 b3 b3 2 1 1 1 1 2 2 2 b3 b3 b3 2 1 1 2 3 4 4 4 4 4 6 5 4 3 1 7 6 5 2 1 7 1 2 2 2 3 3 2 1 1 1 1 2 2 2 3 3 2 1 1 2 3 4 4 4 6 5 4 2 3 1 7 6 5 2 1 7 1
papas_got_a_brand_new_bag_dt,4 4 3 2 1 1 7 1 1 7 6 5 4 4 3 1 6 1 1 7 6 5 4 4 3 2 1 7 5 4 3 1 7 1 7 1 1 7 4 4 3 2 1 7 1 7 1 7 3 4 4 3 2 1 2 7 5 3 2 1 6 1 1 6 5 4 4 3 2 1 7 5 1 7 1 7 1 1 1 1 1 1 7 1 7 2 3 2 1 1 7 5 1 7 1 6 5 4 4 4 3 1 6 1 6 1 6 1 1 2 1 6 1 6 1 6 1 6 4 4 3 2 1 1 6 1 1 6 5 4 4 3 2 1 2 6 1 6 1 6 1 1 6 5 5 4 4 3 2 1 7 5 7 1 7 1 1 7 6 5 1 3 3 7 1 7 1 1 3 3 7 1 7 1 1 6 1 1 7 1 3 2 1 1 2 3 2 1 1 1 1 7 1 7 1 1 6 1 7 5 4 3 1 6 1 1 6 5 3 2 1 4 5 1 6 4 3 1 6 1 2 1 1 6 4 3 1 1 6 2 4 3
changes_dt,3 3 3 2 3 5 7 5 5 1 1 1 6 5 5 6 2 2 3 3 3 2 1 3 2 3 3 3 5 6 7 7 5 6 1 1 6 1 2 3 3 4 5 3 2 1 2 7 5 6 1 1 1 1 1 1 3 3 4 5 3 1 3 3 1 5 6 1 1 1 1 6 1 3 3 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 1 1 1 1 1 2 2 4 2 3 4 4 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 1 1 1 1 1 1 1 2 4 2 2 3 3 4 3 2 3 1 4 3 3 2 1 5 4 4 4 1 3 2 3 5 7 5 5 3 7 1 1 6 5 6 2 3 3 3 2 2 1 3 2 3 5 7 2 2 1 1 1 1 1 1 3 3 4 5 3 2 2 7 5 6 6 1 1 6 1 3 3 3 4 5 3 3 4 3 2 7 6 5 5 6 6 1 1 5 5 6 6 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 1 1 1 6 1 1 6 2 4 2 2 3 4 4 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 1 6 1 6 1 6 1 1 1 2 4 2 2 3 3 4 3 2 3 1 4 3 2 6 1 4 4 3 2 1 7 2 1 7 2 1 3 2 2 1 7 2 1 2 3 3 4 4 4 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 1 1 1 1 1 6 2 2 4 3 4 4 4 4 4 4 5 3 3 3 5 6 1 3 3 6 5 3 3 2 3 3 1 1 1 1 1 2 2 4 3 3 4 3 2 3 1 4 3 3 2 1 5 5 6 1 3 2 3 1 4 3 3 2 1 4 4 5 6
dancing_in_the_street_dt,3 2 2 1 7 1 7 3 1 7 1 7 1 7 1 1 3 3 2 2 1 1 7 1 1 3 7 1 1 2 1 1 3 3 3 2 2 1 3 2 1 3 2 3 2 1 1 7 3 3 2 1 3 3 4 4 b3 2 1 6 2 2 4 b3 2 1 2 7 1 4 4 3 2 1 1 2 3 3 3 2 2 2 1 1 1 7 2 2 1 1 1 1 7 1 3 3 3 3 3 2 3 2 7 3 3 3 3 3 3 2 2 2 1 2 1 6 6 3 3 3 2 2 2 1 4 3 2 1 4 4 b3 2 1 5 4 4 b3 2 1 2 1 7 1 7 1 1 3 3 3 3 3 2 2 1 1 1 7 2 2 1 1 7 1 1 7 1 1 3 3 3 3 2 2 2 1 1 1 7 2 2 1 1 1 1 7 1 1 3 3 2 3 2 1 3 3 2 3 2 1 2 1 2 4 2 3 2 2 1 3 3 4 4 b3 2 1 6 2 2 4 3 2 1 2 6 1 4 4 b3 2 1 1 2 3 3 3 2 2 2 1 1 1 7 2 2 1 1 1 1 1 3 3 3 3 3 2 3 3 3 3 6 6 5 6 3 3 2 1 2 1 6 1 3 3 3 2 2 2 1 4 3 2 1 6 3 5 3 1 5 3 6 3 3 3 2 2 1 7 1 7 1 1 3 3 3 2 2 1 3 3 2 2 2 1 1 1 7 1 1 3 3 3 2 3 2 1 3 3 2 2 1 1 1 7 1 1 3 5 3 2 3 2 1 3
lets_stay_together_tdc,3 2 3 2 3 5 3 4 5 7 5 5 1 3 4 5 5 6 4 4 1 1 4 4 4 b6 5 4 4 1 2 7 6 5 3 2 1 7 6 5 7 6 2 3 2 1 5 4 3 3 3 2 7 6 5 7 6 1 3 2 3 2 3 1 3 4 5 5 7 5 5 3 3 4 5 5 5 6 4 1 1 4 4 5 b3 1 b6 5 4 2 2 7 6 5 4 3 3 2 1 7 1 7 1 7 2 7 6 5 3 2 7 6 5 7 1 6 1 3 2 3 2 3 2 3 2 3 6 1 6 2 6 7 6 7 6 7 6 5 6 5 6 1 6 1 1 5 6 5 6 1 1 5 6 5 6 5 6 1 6 1 5 6 1 5 6 1 5 6 5 6 2 5 b3 1 5 4 b3 3 1 5 4 b3 5 6 1 6 1 6 1 5 6 1 5 6 1 5 6 5 6 3 2 3 2 3 1 1 1 3 4 5 7 5 5 3 3 4 5 5 6 4 4 4 4 5 4 5 4 5 4 b3 1 2 7 6 5 3 2 1 7 6 5 7 2 2 7 6 5 4 4 3 3 7 6 5 7 6 1 6 1 5 6 3 2 3 2 3 2 3 2 3 6 5 6 1 1 6 2 7 6 7 6 7 5 6 1 6 1 1 5 6 5 6 1 1 5 6 5 6 6 5 1 6 1 5 6 1 5 6 1 1 6
help_dt,6 5 b6 5 5 4 b7 2 4 b6 5 5 4 2 7 2 4 2 6 5 5 3 2 1 3 3 3 3 3 3 3 3 3 3 5 3 2 1 2 3 2 3 2 3 2 3 3 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 5 3 2 1 3 2 3 2 3 2 3 1 4 4 4 4 3 5 5 5 5 5 4 4 3 2 4 3 2 3 4 5 5 5 5 5 4 4 3 2 4 3 2 5 5 5 5 5 4 3 2 4 3 2 5 5 3 2 1 5 4 3 3 3 3 3 3 3 3 3 3 3 5 3 2 1 3 3 3 3 3 3 3 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 5 3 2 1 2 3 2 3 2 3 2 3 3 4 4 4 4 3 5 5 5 5 5 4 4 3 2 4 3 2 3 4 5 5 5 5 5 4 4 3 2 4 3 2 5 5 5 5 5 4 3 2 4 3 2 5 5 3 2 1 5 4 3 3 3 3 3 3 3 3 3 3 3 5 3 2 1 2 3 2 3 2 3 2 3 3 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 5 3 2 1 3 2 3 2 3 2 3 1 4 4 4 4 3 5 5 5 5 5 4 4 3 2 4 3 2 3 4 5 5 5 5 5 4 3 2 4 3 2 5 5 5 5 5 4 3 2 4 3 2 5 5 3 2 1 5 4 3 5 6 6 5 6 1 6 5 6
eleanor_rigby_dt,1 2 3 4 3 2 1 5 4 3 1 2 3 4 3 2 1 5 4 3 4 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 3 4 5 3 1 1 1 5 4 3 1 4 3 4 5 3 1 1 3 1 5 4 3 3 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 3 4 5 3 1 1 1 5 4 3 1 4 3 4 5 3 1 1 3 1 5 4 3 1 2 3 4 3 2 1 5 4 3 1 2 3 4 3 2 1 5 4 3 3 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 4 5 3 1 3 4 5 7 6 5 6 5 4 5 4 3 4 3 4 5 6 5 4 3 4 5 3 1 1 1 5 4 3 1 4 3 4 5 3 1 1 3 1 5 4 3
maybellene_tdc,5 6 6 6 5 5 5 2 3 6 5 b3 b3 2 1 b3 b3 1 1 b3 3 3 3 4 3 4 4 5 b3 2 1 1 6 5 5 b3 b3 b3 2 b3 1 2 1 1 b3 1 b3 b3 b3 b3 b7 b7 1 1 5 5 b3 b3 b3 1 2 b7 b7 b7 1 1 b3 3 3 2 1 2 b7 1 1 1 5 3 b3 2 1 2 b7 b7 b7 1 1 b3 b7 b3 b3 b3 2 1 1 6 1 1 5 6 6 5 6 6 5 5 5 2 3 6 5 b3 2 1 b3 b3 1 1 b3 3 3 3 4 3 4 4 4 4 5 b3 2 1 1 6 5 5 b3 b3 b3 b3 b3 b3 b3 b3 b3 1 b3 1 b3 b3 b3 b3 b3 b3 b3 3 1 1 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 5 b3 b3 2 3 1 1 b3 1 b7 6 1 b3 b3 b3 2 1 1 b7 1 1 1 b3 b7 3 b3 b3 b3 b7 b7 1 1 1 6 5 5 6 6 5 5 5 2 3 6 5 b3 2 2 1 1 1 1 b3 3 3 3 4 3 4 4 4 4 5 b3 2 7 2 1 2 4 b7 6 6 5 5 5 2 3 6 6 5 5 5 2 3 6 5 b3 2 2 1 1 1 1 b3 3 3 3 4 3 4 4 4 4 5 b3 2 1 1 6 5 b3 b3 b3 b3 5 b3 b3 b3 b3 b3 b3 b3 1 b3 6 6 b3 b3 2 b3 b3 2 b3 b3 1 b3 3 3 3 1 3 1 1 1 b7 1 1 1 5 b3 b3 2 2 b3 b3 2 1 b3 b3 1 3 1 6 b3 b3 b3 b3 6 6 1 1 1 5 6 6 5 6 6 5 5 5 2 3 6 b3 2 2 1 1 1 1 b3 3 3 3 4 3 4 4 4 4 5 b3 2 1 1 6 5 5
