song,notes
you_send_me_dt,3 5 6 5 6 5 3 2 3 5 3 6 5 6 5 3 2 3 5 6 5 6 5 3 2 2 1 6 1 1 2 3 6 1 2 3 2 1 7 6 1 7 6 6 5 6 5 3 2 3 5 3 6 5 6 5 3 2 3 5 3 6 5 6 5 3 2 2 1 6 1 1 2 2 2 3 1 2 1 2 3 1 5 2 2 2 1 6 5 6 3 2 2 2 1 2 3 1 6 3 2 1 1 2 3 3 2 1 7 6 1 7 6 6 5 6 5 3 2 3 5 3 6 5 6 5 3 2 1 7 6 3 6 5 6 5 3 2 2 1 6 1 2 1 1 7 6 3 5 6 7 6 5 1 7 7 6 3 5 3 5 7 6 7 6 3 2 2 1 6 1 1 2 1 6 1 7 6 5 6 1 7 6 1 1 7 7 6 3 5 3 7 6 1 6 7 6 5 3 5 3 5 7 6 7 6 3 2 2 1 6 1 1 2 2 2 3 1 2 1 2 3 1 5 2 2 2 1 6 5 6 3 2 2 2 1 2 3 1 6 3 2 1 1 2 3 2 1 1 7 7 6 6 3 6 5 6 5 3 2 3 5 3 6 5 6 5 3 2 6 1 7 6 6 5 6 5 3 2 2 1 6 1
imagine_tdc,5 5 5 5 7 7 6 5 5 5 7 7 7 6 5 5 7 7 6 5 5 5 7 7 6 6 1 6 1 3 3 2 6 7 7 7 1 2 3 5 3 2 1 5 5 5 5 5 7 7 6 3 5 5 5 7 7 6 5 5 5 5 7 7 6 6 5 5 5 5 7 7 6 6 1 6 1 3 3 2 1 6 7 7 7 1 2 3 5 3 2 1 6 1 7 1 7 6 6 7 1 1 6 1 7 7 6 6 3 6 6 1 7 1 7 6 6 7 1 1 6 5 1 1 2 3 2 1 2 2 1 1 5 5 5 5 7 7 6 5 5 5 5 7 7 7 6 5 5 5 5 7 7 6 5 5 5 5 7 7 6 6 1 6 1 3 3 2 1 6 7 7 7 1 2 3 5 3 2 1 6 1 7 1 7 6 6 7 1 1 6 1 7 7 6 6 3 6 6 1 7 1 7 6 6 7 1 1 6 5 1 1 2 3 2 1 2 3 1 1
i_only_have_eyes_for_you_tdc,1 1 1 1 5 1 1 1 b7 1 3 3 1 1 1 5 2 1 9 1 5 1 b7 6 5 1 1 3 1 1 b7 5 2 1 2 1 1 3 5 4 3 4 3 b3 1 1 b7 b7 5 5 6 1 2 1 b7 2 2 1 2 1 1 3 5 4 3 4 3 3 2 5 5 3 2 1 1 6 5 4 4 4 2 2 5 5 b7 5 6 1 2 1 b7 5 1 2 1 2 1 1 2 3 5 4 3 4 3 2 2 2
when_a_man_loves_a_woman_tdc,6 5 5 3 5 5 6 3 2 1 1 6 1 6 1 5 6 5 3 3 2 1 2 5 5 6 1 6 1 5 6 6 6 5 6 5 5 3 5 6 3 2 2 1 6 1 5 6 5 3 3 3 2 2 1 1 1 1 2 5 5 6 1 1 6 6 6 5 5 3 5 5 6 3 2 2 1 1 6 1 6 5 3 3 2 2 1 2 5 6 1 6 1 6 6 6 5 6 5 3 5 5 6 3 3 2 1 6 1 6 5 3 3 2 2 1 6 2 5 6 1 1 4 4 6 5 6 2 3 5 4 6 6 6 6 6 6 5 3 2 1 4 4 6 6 6 4 5 5 5 6 2 1 6 6 6 6 6 6 6 5 6 6 6 5 5 3 5 5 6 3 2 1 6 1 5 6 5 3 3 2 2 1 1 2 5 6 1 1 5 6 6 6 5 6 5 5 5 3 6 3 2 2 1 6 1 5 6 3 2 1 2 5 6 1 1 6 6 6 5 5 3 5 5 6 3 2 2 1 1 6 1 6 5 3 3 2 2 1 2 5 6 1 1 6 6 6 5 6 5 5 3 5 5 6 1 3 2 2 1 1 6 1 5 6 5 3 3 3 3 2 2 1 2 3 5 6 1 6 1 5 6 6 6
people_get_ready_tdc,3 4 3 1 6 5 6 1 6 2 3 5 3 4 3 2 1 6 5 6 1 1 6 1 2 3 5 3 5 5 6 1 6 2 3 6 5 3 2 1 5 6 5 6 1 6 6 2 5 3 4 3 1 6 5 6 1 6 2 3 3 4 3 2 1 6 5 1 6 6 3 4 3 1 5 5 6 1 6 2 3 6 3 5 3 2 1 6 5 6 1 6 6 2 2 3 4 3 2 1 6 5 6 2 6 2 3 1 2 3 5 3 2 5 6 1 6 6 6 2 6 5 5 3 4 3 2 1 6 5 6 1 2 3 3 5 6 5 3 2 1 6 5 5 6 1 6 6 5 3 4 3 2 1 6 5 6 1 6 2 3 3 3 4 3 2 1 6 5 6 1 1 6 1 2 3 5 3 6 5 6 1 6 2 3 6 5 3 2 1 5 6 5 6 1 1 1 2
california_girls_dt,3 3 2 1 7 1 5 6 1 b7 1 b7 6 b7 6 5 1 2 1 b3 2 1 1 2 4 6 b3 1 4 4 2 4 3 2 3 5 3 3 2 1 7 1 5 6 1 b7 1 b7 6 b7 6 5 1 2 1 b3 2 1 1 2 4 6 b3 1 4 4 2 4 3 2 3 5 3 5 6 1 3 2 1 6 5 6 b7 b3 b3 4 b6 1 b7 b6 4 b3 4 5 3 3 2 1 7 1 5 6 1 b7 1 b7 6 b7 6 5 1 2 1 b3 2 1 1 2 5 6 b3 b7 1 4 2 4 3 2 3 5 2 3 2 1 1 7 1 5 6 b7 1 b7 1 b7 6 b7 6 5 1 2 1 b3 2 2 1 1 2 6 6 b3 1 4 4 2 4 4 3 2 3 5 3 5 6 1 3 2 1 6 5 6 b7 b3 b3 4 b6 1 b7 b6 4 b3 4 5 3 5 6 1 3 2 1 6 5 6 1 3 5 6 1 3 2 1 6 5 6 1 3 5 6 1 3 2 1 6 5 6 1
in_the_midnight_hour_dt,6 1 1 3 1 1 2 1 6 5 6 1 1 3 3 1 2 1 1 6 6 1 1 3 3 3 2 1 6 5 6 6 1 3 3 2 1 1 2 1 6 6 1 1 2 2 2 1 1 3 2 1 6 6 4 4 4 3 2 1 1 b3 6 1 6 1 1 6 1 6 6 4 b3 1 1 6 1 1 3 1 1 2 6 1 3 6 1 1 3 3 1 1 1 6 1 1 3 1 1 2 1 1 6 5 6 1 1 3 3 2 1 1 1 6 5 6 1 2 2 2 2 3 5 6 5 4 4 3 2 1 1 1 1 6 1 1 1 4 3 1 b7 1 1 1 3 7 b3 4 b3 5 4 b3 4 4 3 3 4 3 5 1 1 1 1 1 3 4 3 5 b3 1 1 1 1 6 1 1 3 1 1 1 1 1 1 1 1 3 3 6 1 1 1 1 1 5 4 b3 b3 4 b3 1 1 1 1 1 1 6 b3 b3 b3 b3 4 b3 4 b3 4 1 1 1 1 1 1 1 3 2 1 6 1 6 1 1 6 5 4 4 5 1 6 1 1 6 5
for_what_its_worth_dt,5 b3 b3 2 1 1 1 1 1 3 2 b3 2 1 1 1 1 3 3 3 2 1 1 1 1 1 3 3 2 1 1 1 6 1 6 1 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3 2 1 4 3 b3 b3 2 1 2 1 1 1 1 3 3 2 1 1 1 1 b3 b3 b3 2 1 1 1 1 1 3 3 3 2 1 4 3 1 2 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3 2 1 4 b3 b3 2 1 1 2 1 5 3 3 2 1 1 1 1 1 1 3 3 3 2 1 1 1 1 1 3 b3 2 1 1 1 6 1 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3 2 1 4 3 3 2 1 1 1 3 3 3 1 1 1 2 1 3 3 3 2 1 1 1 1 1 1 3 3 3 2 1 1 4 4 3 2 1 2 1 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3 1 2 1 3 5 5 5 3 2 1 1 1 1 1 1 1 b3 b3 1 2 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3 1 2 1 3 2 1 2 2 2 1 b3 b3 b3 b3 2 1 b3 b3
eight_miles_high_tdc,1 2 b3 2 2 1 b7 1 b7 b7 b6 5 b6 5 4 b3 1 2 b3 b3 2 2 1 b7 1 b7 b7 b6 5 b6 b6 5 4 b3 2 1 2 1 2 b3 2 2 1 b7 1 b7 b7 b6 5 b6 b6 b6 5 4 b3 b3 1 2 b3 2 1 b7 1 b7 b7 b6 5 b6 b6 5 4 b3 2 1 2 6 1 2 b3 2 1 b7 1 b7 b7 b6 b6 b6 5 4 b3 1 2 b3 2 2 1 b7 1 b7 b7 b6 b6 b6 5 4 b3 2 1 2 2
whatd_i_say_dt,1 1 1 1 1 3 1 7 1 1 1 3 1 1 1 3 1 1 7 5 4 3 4 1 5 1 1 5 7 3 1 7 1 1 7 1 7 1 1 3 3 1 3 1 1 7 b5 4 3 1 1 5 1 1 5 7 3 1 7 1 1 1 7 1 7 1 1 3 1 1 1 3 1 1 7 4 3 1 5 1 1 5 1 1 1 5 7 4 1 2 1 1 3 1 1 3 7 1 1 3 4 3 b5 b5 4 3 1 4 1 5 1 1 5 7 3 1 7 1 1 1 3 1 1 1 1 3 1 3 1 3 1 1 4 1 1 1 1 1 5 7 1 1 1 3 1 1 1 1 1 3 1 3 1 1 1 1 3 1 6 1 1 1 3 4 3 1 1 1 1 3 1 7 1 1 3 1 1 7 1 1 1 1 7 1 1 1 3 4 5 3 1 1 1 1 3 1 5 6 1 1 1 3 4 5 3 1 1 1 1 1 3 1 5 7 1 3 1 7 1 1
a_whiter_shade_of_pale_tdc,5 3 2 3 2 2 2 1 1 6 5 1 6 2 2 6 1 6 1 6 7 6 7 7 6 6 6 5 5 6 5 3 2 1 1 6 3 1 2 1 1 1 6 1 1 2 6 6 7 7 6 6 6 6 5 2 3 5 5 5 3 5 6 3 2 3 3 2 1 1 2 1 2 6 1 6 3 3 5 6 5 2 3 2 1 1 2 3 1 1 2 1 1 6 1 6 7 6 7 6 7 6 6 5 6 6 1 1 1 6 5 6 1 3 2 1 8 5 3 2 3 2 2 1 1 6 5 1 1 2 6 6 1 6 1 6 6 6 7 6 7 6 6 5 5 6 3 3 2 1 1 3 2 1 1 1 2 2 1 6 1 2 6 6 7 7 6 6 6 5 2 3 6 5 3 2 1 2 3 6 1 2 1 2 6 1 6 3 3 5 6 5 2 3 2 3 2 3 2 1 1 6 5 1 1 2 1 2 6 1 6 7 6 7 6 7 6 6 5 6 6 1 1 6 5 6 1 3 2 1 7 3 3 5
blowin_in_the_wind_dt,5 5 5 6 6 5 5 3 2 1 4 5 5 6 5 4 5 5 5 5 6 6 5 5 3 2 1 1 5 4 4 3 3 2 5 5 5 5 5 6 6 5 5 5 3 2 1 3 5 5 6 4 4 5 3 4 3 3 2 4 3 3 3 2 1 1 4 3 3 2 2 1 7 1 2 4 5 5 6 5 5 5 3 1 1 5 5 5 5 6 4 4 5 5 5 5 5 5 6 5 5 5 3 1 1 1 5 5 4 4 2 2 2 4 5 5 5 5 6 4 4 5 3 1 1 1 4 5 5 5 6 4 4 5 3 4 3 3 2 4 3 3 3 2 1 1 4 3 3 2 2 1 7 1 2 4 5 5 6 6 6 5 3 1 1 3 5 5 5 6 4 2 5 1 4 3 3 2 4 3 3 3 2 1 3 4 3 3 2 2 1 7 1 2 4 4 4 4
ring_of_fire_dt,5 5 5 6 5 4 3 4 5 4 4 3 3 3 3 4 3 2 3 4 3 4 4 5 5 6 5 4 5 3 4 4 4 3 4 3 3 3 3 1 2 7 4 4 1 5 7 2 2 2 1 1 1 1 6 5 5 5 5 7 2 1 1 1 1 6 5 3 2 2 4 1 3 4 4 5 3 4 2 3 5 1 2 7 1 5 7 2 2 2 1 1 1 1 6 5 5 5 5 7 2 1 1 1 1 6 5 3 2 2 4 1 3 4 4 5 3 4 2 3 5 1 2 7 1 5 5 5 6 4 3 4 5 4 4 3 3 3 2 7 3 4 1 4 4 5 5 5 5 6 4 5 3 3 3 4 2 3 5 7 2 2 2 1 1 1 1 6 5 5 5 5 7 2 1 1 1 1 6 5 3 2 2 4 1 3 4 4 5 3 4 2 3 5 1 2 7 1 5 7 2 2 2 1 1 1 1 6 5 5 5 5 7 2 1 1 1 1 6 5 3 2 2 4 1 3 4 4 5 3 4 2 3 5 1 2 7 1 3 2
i_want_to_hold_your_hand_dt,6 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 1 7 6 5 4 5 4 3 2 3 2 1 1 7 6 5 3 2 1 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 1 7 6 5 4 5 4 3 2 3 2 1 1 7 6 5 2 1 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 1 7 6 5 4 5 4 3 2 3 2 1 1 7 6 5 2 1 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 6 5 4 3 3 5 4 3 2 3 3 3 3 3 7 1 7 6 5 4 5 4 3 2 3 2 1 1 7 6 5 4 3 1 7 6 5 3 2 1
rock_lobster_dt,1 0 4 2 4 4 4 8 7 2 4 4 4 1 1 6
im_so_lonesome_i_could_cry_tdc,2 3 1 2 3 1 2 3 1 5 1 2 3 1 2 3 1 5 4 4 4 4 2 1 4 4 5 3 1 5 3 5 5 3 3 2 3 2 1 1 2 3 1 2 3 2 1 2 3 3 2 1 5 1 2 3 1 2 3 1 5 4 4 4 4 2 1 4 4 5 3 1 5 3 4 5 3 3 2 3 2 1 1 6 5 1 2 3 1 2 3 2 1 2 3 1 5 1 2 3 1 2 3 1 5 4 4 4 4 2 1 4 4 5 1 5 3 5 5 3 3 3 2 3 1 1 6 2 2 3 1 2 3 1 2 3 1 5 1 2 3 1 2 3 1 5 4 4 4 4 2 1 4 4 5 3 2 1 5 3 5 5 3 2 3 2 1
purple_rain_tdc,5 2 2 2 2 2 2 1 6 1 2 5 2 2 2 2 2 2 1 6 1 2 2 2 2 2 2 2 1 6 1 2 1 4 4 4 4 4 4 4 4 2 4 4 4 3 2 1 1 2 1 3 3 2 1 6 5 1 4 4 4 4 4 4 4 4 2 4 4 4 3 2 1 1 2 2 2 2 2 2 2 1 6 1 3 2 2 2 3 3 3 3 5 3 2 1 6 1 2 5 4 4 4 4 2 4 4 4 3 2 1 4 4 4 4 4 4 4 4 2 4 4 4 3 2 1 2 2 2 2 2 2 1 1 6 1 1 1 3 1 b3 b3 b3 b3 b3 b3 b3 1 1 1 1 1 1 1 1 1 2 6 1 1 1 1 1 5 6 1 1 2 1 6 2 4 3 5 3 3 1 1 2 1 3 3 2 1 1 4 5 b5 4 4 4 4 4 4 4 2 4 5 1 2 1 3 3 2 1 6 5 b7 b7 b7 5 4 4 b3 1 b7 b7 b7 5 4 4 b3 2 4 1 1 1 3 3 3 6 5 4 3 2 3 5 4 3 2 2 4 3 5 2 1 1 6 5 4 3 2 3 5 4 3 2 2 4 6 1 6 5 6 5 4 5 2 3 5 4 3 2 2 4 6 1 6 5 2 3 2 1 5
sweet_child_o_mine_tdc,5 5 5 5 4 3 4 5 b3 2 1 4 3 1 4 4 4 3 2 1 1 4 3 1 4 3 1 4 3 1 4 4 4 3 5 5 5 4 3 4 5 3 5 4 3 1 4 3 1 4 4 5 4 3 4 3 4 3 4 3 4 1 4 4 4 4 5 4 3 5 6 5 5 4 4 4 4 4 3 5 4 3 4 3 1 2 3 1 1 0 5 5 5 4 3 4 5 2 1 4 4 4 3 4 4 3 5 4 4 3 4 4 4 3 4 4 4 3 1 4 3 1 1 4 5 5 5 5 4 3 4 5 b3 2 1 4 3 1 4 5 4 3 1 5 4 4 3 4 4 4 3 4 4 4 3 1 4 5 4 3 1 5 6 5 5 4 4 4 4 4 3 1 1 1 6 5 6 5 4 3 4 5 4 3 1 1 5 1 1 1 6 5 6 5 5 5 4 4 4 5 4 3 5 4 3 4 3 1 4 3 1 2 3 1 2 5 6 1 2 1 1 6 1 6 5 6 1 6 5 6 5 3 6 6 6 5 4 4 3 1 2 3 3 2 1 1 b7 5 4 1 b7 5 4 b3 1 b7 5 4 5 5 4 b3 5 4 b3 5 4 5 4 5 5 5 5 4 b3 1 5 5 b7 4 5 1 b7 1 b7 5 4 b3 5 4 5 4 5 4 5 4 5 4 5 5 5 5 5 5 4 b3 b3 5 b7 5 5 4 b3 4 b3 5 4 b3 5 1 b7 5 1 b7 5 4 b3 4 b3 5 5 b7 4 5 b7 5 b7 5 5 5 5 4 b3 4 b3 5 5 5 4 b3 1 5 4 b3 5 4 5 5 5 b7 5 5 5 5 4 b3 1 b7 5 b5 4 b3 1 5 4 b3 1 5 5 b7 5 b7 5 5 4 b3 5 b7 5 b7 1 b7 5 5 4 b3 1 b7 1
wont_get_fooled_again_tdc,3 5 5 5 5 6 1 1 3 5 5 5 5 6 1 1 3 5 5 5 6 6 5 5 4 2 1 1 3 5 5 5 5 6 1 1 3 5 5 5 5 6 1 1 5 5 5 6 6 5 5 4 2 1 6 1 3 2 1 1 2 1 3 1 6 1 2 3 2 1 2 1 1 2 3 1 6 1 3 2 1 1 1 2 3 4 3 4 3 4 4 3 2 4 4 4 5 3 2 2 3 4 4 4 5 6 1 3 4 4 4 3 5 1 6 1 3 5 5 5 6 1 3 5 5 3 6 1 1 3 5 5 5 6 6 5 5 5 2 1 1 3 5 5 5 6 5 3 5 5 5 5 6 1 1 3 5 5 5 6 5 3 5 2 1 6 1 3 2 1 1 2 1 3 1 6 1 2 3 2 1 2 1 1 2 3 1 6 1 3 1 2 1 1 2 3 4 3 4 3 4 4 3 2 4 4 4 5 3 2 2 3 4 4 4 5 6 1 4 4 4 4 3 5 1 6 5 1 7 5 5 4 4 5 5 4 6 6 6 3 4 1 7 1 7 1 7 2 7 6 5 6 7 2 b5 4 3 4 3 4 5 3 2 1 5 4 5 4 5 4 5 5 6 5 4 6 3 5 5 5 5 6 1 1 1 3 5 5 5 5 6 1 1 3 5 5 5 6 5 5 5 2 1 1 3 5 5 5 6 1 1 3 5 5 5 5 6 1 1 3 5 5 5 6 6 5 5 2 1 6 1 3 2 1 1 2 1 3 1 6 1 2 3 2 1 2 1 1 2 3 1 6 1 2 3 1 2 1 1 2 3 4 3 4 3 4 4 3 2 4 4 4 5 3 2 2 3 4 4 4 5 6 1 4 4 3 4 3 5 1 1 1 1 1 b3 1 1 7 1 2 4 4 4 5 3 3 5 5 6 3 5 3 5 6 1 6
all_i_have_to_do_is_dream_tdc,3 3 3 4 4 5 4 3 3 3 4 4 4 4 5 4 3 2 3 6 3 2 1 1 1 1 2 2 3 2 1 5 6 6 6 5 4 3 3 3 4 4 5 4 3 3 3 4 4 4 5 4 3 3 3 6 3 2 1 1 1 1 2 2 3 2 1 6 6 6 6 6 5 5 5 5 5 4 4 4 5 4 3 6 6 6 6 6 7 5 5 6 6 6 6 5 4 5 4 3 3 3 3 4 4 4 5 4 3 3 3 4 4 4 5 4 3 2 3 6 3 2 1 1 1 1 2 2 3 2 1 5 6 6 6 5 4 3 2 1 5 6 1 1 6 6 6 6 6 5 5 5 5 5 4 4 4 5 4 3 6 6 6 6 6 7 5 5 6 6 6 6 5 4 5 4 3 3 3 3 4 4 4 5 4 3 3 3 4 4 4 5 4 3 2 3 6 3 2 1 1 1 1 2 2 3 2 1 5 6 6 6 5 4 3 2 1 5 6 6 6 5 4 3 2 1 5 6 6 6 5 4
london_calling_tdc,5 5 5 5 5 5 b6 b6 b6 b6 4 5 5 5 5 4 5 5 5 5 5 5 5 5 5 5 b6 b6 b6 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 b6 b6 b6 b1 5 5 5 5 5 b3 4 5 5 5 5 5 5 5 5 5 5 b6 b6 b6 b6 4 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 b7 5 5 5 5 5 1 1 1 1 5 5 5 5 5 5 5 1 1 1 1 b6 5 5 5 b3 4 5 5 5 5 5 4 b7 b7 5 1 b7 1 5 5 b6 b6 b6 b6 b6 b7 b7 6 b6 5 b2 b6 b2 b1 b7 b2 5 5 5 5 5 5 b6 b6 b6 b6 5 5 b5 4 4 5 5 5 5 5 5 5 5 5 5 5 b6 5 4 b6 5 b6 5 4 5 b3 b3 5 b3 b3 b2 1 5 5 5 5 b7 5 b7 b7 b7 b7 5 5 b5 4 5 5 5 5 5 5 5 5 1 1 1 1 5 5 5 5 5 5 1 1 1 1 5 5 5 5 5 5 5 b7 5 1 b3 1 5 5 5 5 b3 5 5 5 5 5 5 4 b7 b7 b7 5 1 b7 1 1 5 5 5 1 1 1 1 5 5 5 5 5 1 b3 b7 b7 b3 5 5 5 5 5 5 5 1 5 b3 b7 1 b6 5 5 5 b3 5 5 5 5 5 5 4 b7 b7 b7 5 1 b7 1 8 5 5 5 5 5 b6 b6 b6 b6 4 b6 5 5 5 5 b3 b7 5 4 b3 1 5 5 5 5 5 5 b6 b6 b6 b6 b6 5 5 5 5 1 5 b6 5 4 b7 5 5 b3 1 3 5 5 5 5 5 5 5
be_bop_a_lula_dt,1 1 5 7 1 1 1 7 1 1 1 5 7 1 1 1 1 7 1 3 3 3 1 2 3 3 1 2 1 1 5 7 1 1 1 1 7 1 5 5 2 4 5 4 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 1 1 7 5 1 5 7 1 7 5 1 1 7 5 1 5 7 1 7 5 1 1 7 1 1 1 1 1 3 3 3 2 1 1 1 6 1 2 3 2 1 2 1 1 5 7 1 1 1 1 7 1 5 5 2 4 5 4 4 3 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 5 1 1 7 5 5 1 1 7 5 1 5 7 1 7 5 1 1 7 5 1 5 7 1 7 5 1 1 7 1 1 1 1 1 3 3 3 2 1 1 1 6 1 2 3 2 1 2 1 1 5 7 1 1 1 1 7 1 5 5 2 4 5 4 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 7 1 1 1 7 1 1 1 5 7 1 1 1 1 7 1 3 3 3 1 2 3 3 1 2 1 1 5 7 1 1 1 1 7 1 5 5 2 4 5 4 4 3 1 1 1 1 1 1 1 1 1 1 1 1
september_gurls_tdc,2 3 2 1 6 5 2 1 7 7 1 1 6 4 1 1 6 4 3 2 1 1 1 2 2 1 7 5 1 6 4 1 6 4 5 2 3 2 1 7 1 7 6 5 2 3 2 1 7 1 7 6 3 5 2 3 2 1 6 5 5 2 1 7 7 1 1 6 4 4 1 6 4 6 3 3 2 1 1 2 2 1 7 5 1 6 4 1 6 4 5 2 3 2 1 7 1 7 6 5 2 3 2 1 7 1 7 6 5 4 4 4 3 2 2 1 7 6 4 4 3 3 2 7 1 7 6 4 4 3 3 2 7 1 6 1 1 5 3 2 1 6 5 2 1 7 7 1 1 6 4 1 1 6 4 3 2 1 1 1 2 2 1 7 5 1 6 4 1 6 4 5 2 3 2 1 7 1 7 6 5 2 3 2 1 7 1 7 6 5 2 3 2 1 7 1 7 6 6 5 3 1 0
foxey_lady_dt,7 2
all_along_the_watchtower_dt,1 7 1 7 1 7 1 3 7 1 7 1 3 1 7 1 1 1 7 1 7 3 1 7 7 3 1 1 1 b5 4 4 3 5 1 3 7 1 3 1 1 b5 4 3 4 3 5 1 3 7 1 1 3 1 1 1 3 8 5 4 3 4 4 3 5 1 7 1 1 3 1 1 7 7 1 7 1 1 3 4 b5 4 3 4 1 1 1 3 b5 4 3 4 1 3 1 4 7 1 1 3 1 1 1 7 1 7 1 7 3 5 5 7 1 1 4 4 5 6 3 2 7 5 4 3 4 4 1 3 6 1 3 1 1 1 7 1 7 1 2 1 4 3 3 4 1 3 5 5 4 3 4 4 1 3 7 3 3 3 7 3 3 2 3 3 3 4 1 1 1 6 5 4 3 5 6 1 5 7 5 3 4 4 1
gimme_shelter_dt,3 1 3 4 4 1 3 1 1 3 1 1 3 3 1 3 4 4 1 3 2 1 1 1 3 1 1 1 1 3 3 1 1 7 1 1 1 1 1 2 3 1 1 1 3 3 1 1 7 1 1 1 1 1 2 3 1 1 1 3 3 1 1 3 4 4 1 3 1 1 3 1 1 3 2 1 1 3 4 4 1 4 3 1 3 1 1 1 3 7 1 1 7 1 1 7 1 1 1 3 1 1 1 3 7 1 1 7 1 1 1 1 1 2 3 2 2 1 6 1 9 1 3 3 1 1 7 1 1 1 7 1 7 3 1 1 3 2 1 3 3 1 7 7 1 7 1 1 1 7 1 7 3 1 1 3 2 1 3 3 1 1 7 1 1 1 7 1 7 3 1 1 1 6 3 1 2 3 1 3 4 4 1 3 1 1 3 1 1 3 3 1 3 4 4 1 3 1 1 1 3 1 1 1 3 7 7 1 7 1 1 1 7 1 7 3 1 1 7 1 7 1 1 1 7 1 7 3 7 7 7 1 7 1 1 1 7 1 1 3 2 1 3 2 1 7 1 1 7 3 1 1 1 1 7 4 4 3 1 1 1 7 1 1 1 1 1 7 3 2 3 7 1 7 1 1 1 1 1 1 3 1 1 1 6 5 6 5 7
johnny_b_goode_dt,5 5 5 5 5 5 5 4 3 4 3 5 5 5 5 5 5 5 3 4 3 4 3 1 1 5 b3 4 4 b3 4 b3 4 b3 5 5 5 5 5 3 5 3 4 3 4 3 1 1 5 5 3 4 3 4 3 4 3 4 3 5 1 3 4 5 5 5 5 3 4 3 4 3 1 1 5 5 5 4 3 5 5 5 4 3 5 5 5 4 3 5 5 5 4 3 5 5 4 3 1 1 5 5 5 5 5 5 3 5 4 3 4 3 5 3 5 5 5 3 5 4 3 4 b3 1 6 b3 b3 b3 b3 b3 2 1 2 1 b3 5 5 5 4 5 3 4 3 4 3 1 1 1 5 3 4 3 4 4 3 4 3 5 5 5 4 4 4 3 4 3 4 3 1 1 5 5 5 4 3 5 5 5 4 3 5 5 5 4 3 5 5 5 4 3 5 5 4 3 1 1 2 3 5 5 5 5 5 5 5 5 3 4 3 5 1 5 3 5 3 5 3 4 3 5 b3 1 5 4 4 3 4 3 4 4 1 b3 1 5 3 4 3 4 3 4 3 4 3 1 1 5 5 5 5 3 4 3 4 3 5 1 1 5 5 5 4 b3 1 1 5 5 5 4 3 5 5 5 5 4 3 5 b7 3 b3 b3 1 1 1 6 3 3 5 4 3 5 5 3 2 1 1
a_change_is_gonna_come_dt,5 6 1 6 5 6 1 3 5 5 6 3 3 3 2 2 1 2 3 3 3 3 2 1 2 1 6 5 3 5 6 3 2 1 1 6 2 3 2 1 1 2 3 2 3 2 3 2 2 1 6 3 2 1 1 5 6 1 6 6 1 3 5 3 6 5 3 2 3 2 1 6 2 2 2 1 2 3 2 1 6 2 1 6 5 3 5 6 3 2 1 1 6 2 3 2 1 1 2 3 2 3 2 3 2 2 1 6 3 2 1 1 6 1 6 5 6 1 3 5 6 5 6 3 2 1 2 2 1 2 2 3 3 3 2 1 2 1 6 5 3 5 6 3 2 1 1 6 2 3 2 1 1 2 3 2 3 2 3 2 2 1 6 3 2 1 1 3 3 3 2 3 2 1 6 2 1 6 1 6 6 2 2 3 2 1 2 2 3 2 1 6 1 2 3 3 2 2 2 2 1 6 2 3 6 3 2 1 2 3 2 1 1 5 6 1 6 5 6 5 3 6 5 3 2 3 2 1 2 2 2 2 1 3 3 2 1 6 2 1 6 5 3 5 6 3 2 1 1 6 2 3 2 1 1 2 3 2 3 2 3 2 2 1 6 3 2 1 2 1
nuthin_but_a_g_thang_dt,9 4
